01_prenom;02_genre;03_langage;04_fréquence
sabine;f;french, german;4.84
sabino;m;italian;0.03
sabrina;f;english, italian;0
saburo;m;japanese;0
sacha;m,f;french;1.53
sachairi;m;scottish;0
sacheverell;m;english;0
sachie;m;english;0
sachiko;f;japanese;0
sachin;m;indian;0
sa'd;m;arabic;0
sadaf;f;arabic;0
sadb;f;irish;0
saddam;m;arabic;0
sadhbh;f;irish;0
sa'dia;f;arabic;0
sadie;f;english;0
saffie;f;english;0
saffron;f;english;0
safira;f;esperanto;0
sage;f,m;english;21.69
sahar;f;arabic;0
saibh;f;irish;0
sa'id;m;arabic;0
sa'ida;f;arabic;0
saiful;m;arabic;0
saifullah;m;arabic;0
sakari;m;finnish;0
sakhr;m;arabic;0
saki;f;japanese;0
saku;m;finnish;0
sakura;f;japanese;0
sal;f,m;english;0.03
salacia;f;roman mythology;0
salah;m;arabic;1.66
salal;f,m;english;0
salamon;m;hungarian;0.03
saleem;m;indian;0
saleh;m;arabic;0
salena;f;;0
salha;f;arabic;0
salih;m;arabic;0
salim;m;arabic;0
salima;f;arabic;0.06
salina;f;;0
salli;f;finnish;0
sallie;f;english;0
sally;f;english;0.76
salma;f;arabic;0.03
salman;m;;0
salomão;m;portuguese;0
salomé;f;french;1.37
salome;f;english, german, biblical;0
salomea;f;polish;0
salomon;m;finnish;2.99
salud;f;spanish;0.16
salut;f;catalan;46.77
salvador;m;spanish;2.48
salvalus;m;;0
salvatore;m;italian;0.03
sam;m,f;english;6.37
samanta;f;italian;0
samantha;f;english;0
samara;f;english;0
sameer;m;arabic;0
sameera;f;arabic;0
sami;m;hungarian, finnish;0.03
samina;f;arabic;0
samir;m;arabic;0.03
samira;f;arabic;0
sammi;f;english (modern);0
sammie;m,f;english;0
sammy;m,f;english;1.31
samnang;m,f;khmer;0
samoyla;m;russian;0
sampson;m;english;0
samson;m;biblical, english;0.83
samu;m;hungarian;0.22
sámuel;m;hungarian;0
samuel;m;english, french, biblical;9.30
samuela;f;italian;0
samuele;m;italian;0
samuil;m;russian;0
samuli;m;finnish;0
san;m,f;chinese;14.34
sana';f;arabic;0
sana;f;arabic;1.18
sanaz;f;iranian;0
sancha;f;spanish;0
sanchia;f;spanish;0
sancho;m;spanish;0.29
sanda;f;romanian;0.06
sandalio;m;spanish;0
sandeep;m;indian;0
sandford;m;english;0.03
sandhya;f;indian;0
sandie;f;english;0
sándor;m;hungarian;0
sandra;f;italian, english;4.01
sandrine;f;french;0.41
sandro;m;italian;0.29
sandu;m;romanian;0
sandy;f,m;english;0.22
sanford;m;english;0
sango;f;japanese;0
sani;m;arabic;0
saniyya;f;arabic;0
sanjay;m;indian;0
sanjeet;m;indian;0
sanjeev;m;indian;0
sanjit;m;indian;0
sanjiv;m;indian;0
sankar;m;indian;0
sanna;f;scandinavian;0
sanne;f;dutch;0
sans;m;;1715.23
sansone;m;italian;0.03
santa;f;italian;2.39
santeri;m;finnish;0
santiago;m;spanish;1.66
santino;m;italian;0
santo;m;italian;0.67
santos;m;spanish;0.41
santuzza;f;italian;0.03
sanya;f;arabic;0
saoirse;f;irish;0
sapphira;f;biblical, english;0
sapphire;f;english;0
sappho;f;ancient greek;0.03
sára;f;hungarian;0
sara;f;arabic, greek, spanish, italian, portuguese, scandinavian;0.16
sarah;f;english, french, german, biblical;9.02
sarahjeanne;f;english (modern);0
sarai;f;biblical;0
saraid;f;irish;0
saranna;f;english;0
saraswati;f;indian, hindu mythology;0
sarava;m;;0
sári;f;hungarian;0
sari;f;finnish;0.13
sariah;f;english;0
sárika;f;hungarian;0
sarina;f;english;0
sarita;f;spanish;0
sarosh;m;;0
sarra;f;english;0
sascha;m,f;german;0
sasha;m,f;russian;0
sashi;m;indian;0
saskia;f;dutch;0.25
sassa;f;swedish;0
satchel;m,f;english;0
satish;m;indian;0
satu;f;finnish;0
saturn;m;roman mythology;0
saturnina;f;ancient roman, spanish;0
saturnino;m;spanish, italian, portuguese;0
saturninus;m;ancient roman;0
sauda;f;african;0
saul;m;biblical, jewish;0.10
saule;f;lithuanian;1.62
saundra;f;scottish;0
sava;m;russian;0
savalus;m;;0
savanna;f;english;0
savannah;f;english;0.22
savas;m;turkish;0
saveli;m;russian;0
saverio;m;italian;0.16
savino;m;italian;0
savio;m;italian;0
savitri;f;indian;0
sawney;m;scottish;0
sawyer;m;english;0.06
sawyl;m;welsh;0
saxon;m;english;2.04
sayuri;f;japanese;0
sayyid;m;arabic;0
scarlet;f;english;0.03
scarlett;f;english;0.13
scevola;m;italian;0.06
scheherazade;f;arabic;0.10
schwanhild;f;;0
scilla;f;;0
scot;m;english, scottish;0.35
scott;m;english, scottish;2.58
scottie;m;english, scottish;0
scotty;m;english, scottish;0
scout;f;english;1.82
seachnall;m;irish;0
séafra;m;irish;0
seaghdh;m;scottish;0
séaghdha;m;irish;0
séamas;m;irish;0
seamour;m;english;0
séamus;m;irish;0
seán;m;irish;0
seanán;m;irish;0
séarlait;f;irish;0
séarlas;m;irish;0
sebastiaan;m;dutch;0
sebastián;m;spanish;0
sebastian;m;english, german;0.19
sebastiana;f;italian;0
sebastiano;m;italian;0.13
sébastien;m;french;5.29
sébastienne;f;french;0.03
sebestyén;m;hungarian;0
sebestyen;m;hungarian;0
sechnall;m;irish;0
secundinus;m;ancient roman;0
secundus;m;ancient roman;0
seeta;f;indian;0
seetha;f;indian;0
sefton;m;english;0
sefu;m;african;0
sekar;m;indian;0
sekel;m;jewish;0
sela;f;biblical;0.03
selby;m,f;english;0.03
selena;f;greek mythology (latinized);0
selene;f;greek mythology, greek, english;0
selig;m;jewish;0
selim;m;turkish;0.35
selima;f;english;0
selina;f;russian;0
selma;f;english;0.48
selvaggia;f;italian;0
selwyn;m;english;0
semele;f;greek mythology;0
semyon;m;russian;0
senan;m;irish;0
sence;f;;0
sender;m;jewish;0
seneca;m;ancient roman, english;0
senga;f;scottish;0
sens;f;;331.35
seoc;m;scottish;0
seoirse;m;irish;0
seona;f;scottish;0
seonag;f;scottish;0
seònaid;f;scottish;0
seòras;m;scottish;0
seòsaidh;m;scottish;0
seosamh;m;irish;0
sepp;m;german;0
seppel;m;german;0
seppo;m;finnish;0
september;f,m;english;0
septima;f;ancient roman, spanish;0
septimus;m;ancient roman;0.03
sequoia;f;english;0.13
sera;f;english;250.72
serafima;f;russian;0
serafina;f;italian;0
serafino;m;italian;0
seraphina;f;english, german;0
seraphine;f;french;0
seren;f;welsh;0
serena;f;english, italian;0
serenity;f;english;0
serge;m;french;10.29
sergei;m;russian;0
sergio;m;italian, spanish, portuguese;1.24
sergius;m;ancient roman;0.13
serhat;m;turkish;0
serina;f;english;0
serrena;f;english;0
servius;m;ancient roman;0.10
sesto;m;italian;0
set;m;egyptian mythology;1.75
seth (1);m;biblical, english;0
seth (2);m;egyptian mythology (hellenized);0
sethunya;f;african;0
seumas;m;scottish;0
sevan;f,m;armenian;0
sevastian;m;russian;0
sevastyan;m;russian;0
seve;m;spanish;0
severiano;m;italian, spanish;0
séverin;m;french;8.54
severin;m;german;0
severina;f;italian, portuguese, croatian, german, ancient roman;0.22
sévérine;f;french;0
severino;m;italian, spanish, portuguese;0.10
severo;m;italian, spanish;0
seward;m;english;0.10
sextus;m;ancient roman;0.03
seymour;m;english;0.03
shachar;f,m;jewish;0
shad;m;;0
shadi (1);m;arabic;0
shadi (2);f;iranian;0
shadrach;m;biblical;0
shadya;f;arabic;0
shae;m,f;english;0
shaelyn;f;english;0
shafiq;m;arabic;0
shafiqa;f;arabic;0
shahar;f,m;jewish;0
shahira;f;arabic;0
shahjahan;m;arabic;0
shahnaz;f;iranian, arabic;0
shahpur;m;;0
shahrazad;f;arabic;0
shahriar;m;iranian;0
shahrizad;f;arabic;0
shahrokh;m;iranian;0
shahzad;m;arabic;0
shai;m;jewish;0
shaina;f;jewish;0
shaindel;f;jewish;0
shakir;m;arabic;0
shakira;f;arabic;0
shakti;f;indian;0
shakuntala;f;indian;0
shalom;m;jewish;0.25
shama;f;arabic;0
shamgar;m;biblical;0
shamira;f;jewish;0
shamus;m;irish;0
shan;f;english;0.13
shana;f;english;0
shandar;m;indian;0
shane;m;irish, english;0.03
shanelle;f;english (modern);0
shanene;f;english (modern);0
shania;f;english (modern);0
shanice;f;english (modern);0
shanika;f;english (modern);0
shankar;m;indian;0.03
shankara;m;indian;0
shanna;f;english;0
shannah;f;english;0
shannon;f,m;english;0.80
shanta;f;indian;0
shantae;f;english;0
shantel;f;english;0
shantelle;f;english;0
shanti;f;indian;0
shaquille;m;arabic;0
sharalyn;f;english (modern);0
shareef;m;indian;0
shari;f;english;0
sharif;m;arabic;0.03
sharifa;f;arabic;0
sharise;f;english (modern);0
sharla;f;english;0
sharleen;f;english;0
sharlene;f;english;0
sharma;m;indian;0
sharmaine;f;english;0
sharmila;f;indian;0
sharon;f,m;english, biblical;0
sharona;f;english;0
sharron;f;english;0
sharyl;f;english (modern);0
sharyn;f;english (modern);0
shashi;m;indian;0.03
shaun;m;english;0
shauna;f;english;0
shavonne;f;irish, english;0
shaw;m;english;1.53
shawn;m,f;english;0
shawna;f;english;0
shawnda;f;english;0
shawnee;f;english;0
shay (1);m;irish, english;0
shay (2);m,f;jewish;0
shayla;f;english (modern);0
shayna;f;jewish;0
shaynah;f;jewish;0
shea;m,f;irish;0
sheamus;m;irish;0
sheard;m;english;0
sheba;m;biblical;0
sheela;f;indian;0
sheelagh;f;english (modern);0
sheena;f;scottish, english;0
sheenagh;f;english (modern);0
sheherazade;f;arabic;0
shehrevar;m;;0
sheila;f;irish, english;0.06
sheine;f;jewish;0
shekhar;m;indian;0
shelagh;f;english;0
shelby;m,f;english;0
sheldon;m;english;0.19
shelena;f;;0
shelia;f;;0
shell;f,m;english;1.18
shelley;f;english;0.22
shelly;f;english;0.03
shem;m;biblical;0
shena;f;;0
sheona;f;;0
sher;m;arabic;0
sherah;f;biblical;0
sheree;f;english;0
shereen;f;iranian;0
sheri;f;english;0
sheridan;m;english;0.22
sherie;f;english;0
sherill;f;english;0
sherilyn;f;english;0
sherisse;f;english;0
sherley;f;english;0
sherlock;m;english;0.19
sherman;m;english;0.45
sherri;f;english;0
sherrie;f;english;0
sherry;f;english;0.22
sheryl;f;english;0
shevaun;f;irish, english;0
shevon;f;irish, english;0
shichiro;m;japanese;0
shifra;f;jewish;0
shiloh;m;english;0
shimmel;m;jewish;0
shimon;m;jewish;0
shimshon;m;jewish;0
shin;m;korean;0.06
shinju;f;japanese;0
shiphrah;f;biblical, jewish;0
shir;f;jewish;0.03
shira;f;jewish;0.03
shireen;f;iranian;0
shirin;f;iranian;0
shirlee;f;english;0
shirley;f,m;english;0.10
shiro;m;japanese;0
shirral;f;?;0
shiva;m;indian, hindu mythology;0.03
shlomo;m;jewish;0
shmuel;m;jewish;0
sho;m;japanese;0.03
shobha;f;indian;0
sholto;m;scottish;0
shona;f;scottish;0
shonda;f;english (modern);0
shoshana;f;jewish;0
shoshannah;f;jewish;0
shprintza;f;jewish;0
shprintze;f;jewish;0
shprintzel;f;jewish;0
shripati;m;indian;0
shug;m;scottish;0
shui;m,f;chinese;0.06
shukri;m;arabic;0
shukriyya;f;arabic;0
shulamit;f;jewish;0
shulamith;f;jewish;0
shulammite;f;jewish;0
shun;f;chinese;0
shura;f,m;russian;0
shyam;m;indian;0
shyama;f;indian;0
shyla;f;english (modern);0
sian;f;welsh;0
siana;f;welsh;0
siani;f;welsh;0
siarl;m;welsh;0
siavush;m;iranian;0
sib;m;indian;0
sibéal;f;irish;0
sibilla;f;english;0
sibyl;f;english;0
sibylla;f;greek, german, swedish;0.51
sibylle;f;german, french;0.70
sid;m;english;0.10
siddharta;m;indian;0.06
siddhartha;m;indian;0
sidney;m,f;english;0.22
sidonie;f;french;0.38
sidonius;m;ancient roman;0
sidony;f;english;0
sieffre;m;welsh;0
siegbert;m;german;0
siegfried;m;german;3.54
sieghard;m;german;0
sieghild;f;;0
sieglinde;f;german;0
siegmund;m;german;0.03
siemen;m;dutch, frisian;0
siena;f;;0.06
sienna;f;;0
sierra;f;english;1.85
sif;f;norse mythology;0
sigeberht;m;anglo-saxon;0
sigfrid;m;swedish;0
sigi;m,f;german;0
sigismund;m;german;0.03
sigiswald;m;german;0
sigmund;m;german, english;0.38
signe;f;scandinavian;101.34
signy;f;scandinavian;0
sigrid;f;scandinavian;8.98
sigrún;f;icelandic;0
sigrun;f;scandinavian, norse mythology;0
sigurd;m;scandinavian, norse mythology;0.06
sigvard;m;swedish;0.03
silas;m;english, greek, biblical;0.10
síle;f;irish;0
sìleas;f;scottish;0
silja;f;finnish;0
silje;f;norwegian, danish;0
silke;f;german;0
silvana;f;italian;0.10
silvano;m;italian;0.03
silvanus;m;ancient roman, roman mythology;0.03
silver;m,f;english;0.29
silvester;m;english, german;0
silvestra;f;english, italian;0
silvestre;m;spanish;0.32
silvestro;m;italian;0.06
silvia;f;italian, spanish, portuguese, romanian, english, german, ancient roman, roman mythology;0.10
silvija;f;croatian;0
silvio;m;italian, spanish, portuguese;0.16
silviu;m;romanian;0
simão;m;portuguese;0
simba;m;african;0.03
simcha;f,m;jewish;0
simeon;m;biblical;0
simge;f;turkish;0
simin;f;iranian;0
simo;m;finnish;0
simon;m;english, french, scandinavian, hungarian, slovene, biblical;87.19
simona;f;italian, romanian, czech, slovene;0.03
simone (1);f;french;0
simone (2);m;italian;0
simonetta;f;italian;0.86
simonette;f;english;0
sinclair;m;english;0.48
sindre;m;norwegian;0
sindri;m;norse mythology, icelandic;0
sindy;f;english (modern);0
síne;f;irish;0
sìne;f;scottish;0
sinéad;f;irish;0
sìneag;f;scottish;0
sini;f;finnish;0.03
siobhan;f;irish;0
siofra;f;irish;0
sìoltach;m;scottish;0
síomha;f;irish;0
siôn;m;welsh;0
sioned;f;welsh;0
siôr;m;welsh;0
siors;m;welsh;0
siorus;m;welsh;0
siothrún;m;irish;0
sipho;m;african;0
siran;f;armenian;0
siri;f;scandinavian;0.03
sirius;m;astronomy;0.73
sirvart;f;armenian;0
sisel;f;jewish;0
sisko;f;finnish;0
sissie;f;english;0
sissy;f;english;0
sita;f;indian, hindu mythology;0.22
sitara;f;indian;0
síthmaith;f;irish;0
siv;f;scandinavian, norse mythology;0.03
sive;f;irish;0.06
siwan;f;welsh;0
sjurd;m;norwegian;0
sky;f,m;english;0.16
skye;f,m;english;0.03
skylar;m,f;english;0
skyler;m,f;english;0
sláine;f;irish;0
slàine;f;scottish;0
slavomir;m;czech, slovak;0
slawomir;m;polish;0
sloan;f,m;english;0.03
sloane;f,m;english;0.03
sly;m;english;0
sobieslaw;m;polish;0
socrates;m;ancient greek (latinized);0
sofia;f;norwegian, swedish, italian, greek;0.54
sofie;f;german, danish, dutch;0
sofija;f;serbian, croatian;0
sofiya;f;russian;0
sofronio;m;spanish;0
sohail;m;indian;0
sohrab;m;iranian;0
sol (1);f;spanish, portuguese;0
sol (2);m;jewish;0
solange;f;french;28.96
soledad;f;spanish;0.61
solly;m;jewish;0
solomon;m;biblical, english;0
solon;m;ancient greek;0.35
solveig;f;norwegian;0
solvej;f;danish;0
solvig;f;swedish;0
somerled;m;scottish;0
somhairle;m;scottish, irish;0
sommer;f;german;0.45
sonal;f;indian;0
sondra;f;english (modern);0
soner;m;turkish;0
sonia;f;english, italian, spanish, portuguese, romanian;1.66
sonja;f;german, scandinavian;0.10
sonje;f;german;0
sonnie;m,f;english;0
sonny;m,f;english;0.03
sonya;f;russian;0
sopheap;f,m;khmer;0
sophia;f;english, greek, german, italian;1.69
sophie;f;french, english, german;8.47
sophocles;m;ancient greek (latinized);0
sophronia;f;english, ancient greek;0
sophronius;m;ancient greek (latinized);0
sophus;m;ancient greek (latinized);0.13
sophy;f;english;0
sora;f;japanese;0
sorcha;f;irish, scottish;0
søren;m;scandinavian;0
sorin;m;romanian;0
sorina;f;romanian;0
sorley;m;scottish, irish;0
sorrel;f;english;0
sosigenes;m;ancient greek;0
sosimo;m;spanish;0
sostrate;f;ancient greek;0.03
sotiria;f;greek;0
sotirios;m;greek;0
sotiris;m;greek;0
spartacus;m;history;0.54
spencer;m;english;2.84
spike;m;english;0.03
spiridon;m;greek;0.45
spiro;m;greek;2.77
spiros;m;greek;0
spring;f;english;1.05
sprita;f;esperanto;0
spurius;m;ancient roman;0
spyridon;m;greek, russian;0
spyro;m;greek;0
spyros;m;greek;0
sri;f;indian;0.16
sroel;m;jewish;0
ssanyu;f;african;0
stacee;f;english (modern);0
stacey;f,m;english;0
staci;f;english (modern);0
stacia;f;english;0
stacie;f;english;0
stacy;f,m;english;0
stafford;m;english;0.13
stamatia;f;greek;0
stamatios;m;greek;0
stamatis;m;greek;0.03
stan;m;english;0.10
stanford;m;english;0.38
stanimir;m;russian, bulgarian;0
stanislas;m;history;2.33
stanislav;m;czech, russian;0
stanislava;f;czech, russian;0
stanislaw;m;polish;0
stanislawa;f;polish;0.03
stanley;m;english;1.37
star;f;english;3.92
stasya;f;russian;0
stathis;m;greek;0
stavros;m;greek;0.22
steafan;m;scottish;0
steaphan;m;scottish;0
steen;m;danish;0
steenie;m;scottish;0
stef;f,m;english;0
stefan;m;german, scandinavian, polish, bulgarian, romanian, slovene;1.18
stefana;f;polish;0
stefania;f;italian, polish, romanian;0
stefanie;f;german, english, dutch;0
stefano;m;italian;0.35
stefanos;m;greek;0
steffan;m;welsh;0.03
steffen;m;german;0.03
steffie;f;;0
stein;m;norwegian;0.89
stela;f;romanian;0
stelara;f;esperanto;0
stelian;m;romanian;0
stelios;m;greek;0
stella;f;english;3.41
stellan;m;swedish;0
sten;m;swedish;0.29
stepan;m;czech, russian;6.34
steph;f,m;english;0.06
stephan;m;german;0.06
stéphane;m;french;8.35
stephania;f;english;0
stéphanie;f;french;1.53
stephanie;f;english, german;0
stephanos;m;ancient greek, greek;0.10
stephany;f;english;0
stephen;m;english, biblical;1.34
steren;f;cornish;0
sterling;m;english;2.33
sterre;f;dutch;0
steve;m;english;0.48
steven;m;english;0
stevie;f,m;english;0.03
stew;m;english;0
stewart;m;english;0.89
stian;m;scandinavian;0
stig;m;scandinavian;0
stígandr;m;ancient scandinavian;0
stijn;m;dutch;0
stina;f;scandinavian;0
stiofán;m;irish;0
stirling;m;english;0.29
storm;m,f;english;0.19
straton;m;ancient greek;0.10
stribog;m;slavic mythology;0
stu;m;english;0
stuart;m;english, scottish;1.88
stylianos;m;greek;0
su;f;english;54.95
subhash;m;indian;0
subira;f;african;0.57
sudarshana;m;indian;0
sudhir;m;indian;0
sue;f;english;2.55
suha;f;arabic;0
suhail;m;arabic;0
suhayl;m;arabic;0
suibhne;m;irish, scottish;0
suibne;m;irish;0
sukie;f;english;0
sulabha;f;indian;0
sulaiman;m;indian;0
sülayman;m;arabic;0
süleiman;m;arabic;0
süleyman;m;arabic, turkish;0
sulislaw;m;polish;0
sullivan;m;english;0.22
sulo;m;finnish;0
suman;m;indian;0
sumantra;m;indian;0
sumati;f,m;indian;0
sumayya;f;arabic;0
sumiko;f;japanese;0
summanus;m;roman mythology;0
summer;f;english;0.38
sunan;m;thai;0
sundar;m;indian;0
sundara;m;indian;0
sunday;f;english;0.06
sunder;m;indian;0
sunil;m;indian;0.06
sunita;f;indian;0
sunitha;f;indian;0
suniti;f;indian;0
sunniva;f;scandinavian;0
sunny;m,f;english;0.10
sunshine;f;english;0.03
suraj;m;indian;0
suraya;f;arabic;0
surendra;m;indian;0
suresh;m;indian;0
surinder;m;indian;0
surya;m;indian, hindu mythology;0
susan;f;english;0
susana;f;spanish, italian;0.03
susanita;f;spanish;0
susanna;f;english, italian, biblical;0
susannah;f;english, biblical (variant);0.03
susanne;f;german;0
suse;f;german;0.22
susheela;f;indian;0
sushil;m;indian;0
sushila;f;indian;0
susie;f;english;0.03
susumu;m;japanese;0
suvi;f;finnish;0
suzan;f;english;0.03
suzana;f;croatian, serbian;0
suzanna;f;english;0
suzanne;f;french;27.14
suzette;f;french;0.29
suzie;f;english;0.10
suzu;f;japanese;0
suzume;f;japanese;0
suzy;f;english;0.92
svajone;f;lithuanian;0
svana;f;icelandic;0
svanhild;f;norwegian;0
svanhildur;f;icelandic;0
svarog;m;slavic mythology;0
sven;m;swedish;0.25
sverre;m;norwegian;0
sveta;f;russian;0
svetlana;f;russian, czech, bulgarian;0.06
svjetlana;f;croatian;0
svyatopolk;m;russian;0
svyatoslav;m;russian;0
swanhild;f;german;0
swanhilda;f;german;0
swanhilde;f;german;0
swaran;m;indian;0
sweeney;m;irish, scottish;0
swietomierz;m;polish;0
swietopelk;m;polish;0
swietoslaw;m;polish;0
swithin;m;;0
swithun;m;;0
sybella;f;english;0
sybil;f;english;6.47
sybilla;f;english, german;0
sybille;f;german, french;0
syd;m;english;0
sydne;f;english;0
sydney;f,m;english;0.64
sylvain;m;french;1.31
sylvaine;f;french;0
sylvana;f;english;0.10
sylvester;m;english;0.48
sylvestre;m;french;2.77
sylvia;f;english, scandinavian, german;1.02
sylviane;f;french;1.88
sylvianne;f;french;0
sylvie;f;french;17.33
sylwester;m;polish;0
sylwia;f;polish;0.03
symphony;f;english;0.06
syntyche;f;biblical, ancient greek;0
szabolcs;m;hungarian;0
szczepan;m;polish;0
szczesny;m;polish;0
szilárd;m;hungarian;0
szilveszter;m;hungarian;0
szilvia;f;hungarian;0
szymon;m;polish;0
taavetti;m;finnish;0
taavi;m;finnish;0
tabatha;f;english;0
tabby;f;english;0
tabea;f;german;0
tabitha;f;english, biblical;0
tacey;f;english;0
tacita;f;ancient roman, english;0
tacito;m;italian, spanish, portuguese;0
tacitus;m;ancient roman;0
tad;m;english;0
taddeo;m;italian;0
tadej;m;slovene;0
tadeo;m;spanish;0
tadeu;m;portuguese;0
tadeusz;m;polish;0
tadg;m;irish, scottish;0
tadhg;m;irish, scottish;0
taegan;m,f;;0
taffy;m;welsh;0
tahnee;f;english (modern);0
tähti;f;finnish;0
tahvo;m;finnish;0
tai;m,f;chinese;0.57
taimi;f;finnish;0
takako;f;japanese;0
takashi;m;japanese;0
takehiko;f;japanese;0
takeshi;m;japanese;0
takouhi;f;armenian;0
takumi;m;japanese;0
tal;m,f;jewish;0.10
talbot;m;english;1.21
taletta;f;;0
talfryn;m;welsh;0
talia;f;jewish;0
taliba;f;arabic;0
taliesin;m;welsh;0
taline;f;armenian;0
talitha;f;biblical;0
tallulah;f;english;0
talulla;f;irish;0
talya;f;russian;0
tam;m;scottish;4.08
tamar;f;jewish, biblical;0.06
tamara;f;russian;0.16
tamás;m;hungarian;0
tamati;m;maori;0
tameka;f;english;0
tamera;f;english;0
tami;f;english;0
tamia;f;;0
tamid;m;arabic;0
tamika;f;english;0
tamiko;f;japanese;0
tamir;m;jewish;0.03
tammaro;m;italian;0
tammi;f;english;0
tammie;f;english;0
tammy;f;english;0.03
tamra;f;english;0
tamsen;f;english;0
tamsin;f;english;0
tamson;f;;0
tamzen;f;english;0
tancred;m;ancient germanic;0
tancredo;m;italian;0
taneka;f;english (modern);0
taneli;m;finnish;0
tanesha;f;english (modern);0
tania;f;english;0.10
tanika;f;english (modern);0
tanis;f;near eastern mythology (hellenized);0
tanisha;f;english (modern);0
tanit;f;near eastern mythology;0.03
tanith;f;near eastern mythology;0
tanja;f;german, finnish, serbian, croatian, slovene;0
tanner;m,f;english;0.32
tansy;f;english;0
tanya;f;russian, english;0
tanzi;f;english (modern);0
tapani;m;finnish;0
tapio;m;finnish, mythology;0
tara (1);f;english;0
tara (2);f;indian, hindu mythology;0
taranis;m;celtic mythology;0.03
taras;m;russian, ukrainian;0.03
tarek;m;arabic;0
tarina;f;english;0
tariq;m;arabic;0
tarmo;m;finnish;0
taro;m;japanese;0
tarquin;m;english;0.03
taryn;f;english;0
tasgall;m;scottish;0
tasha;f;russian, english;0
taskill;m;scottish;0
tate;m,f;english;0.22
tatiana;f;russian, slovak, bulgarian, romanian, spanish, portuguese, italian, english, ancient roman;0.19
tatianna;f;english;0
tatienne;f;french;0
tatjana;f;russian, serbian, croatian, slovene, german;0
tatton;m;english;0
tatu;m;finnish;0
tatum;f;english;0.06
tatyana;f;russian;0
tatyanna;f;english;0
tau;m;african;0.13
tawfiq;m;arabic;0
tawnie;f;english;0
tawny;f;english;0
tayler;m,f;english;0
taylor;m,f;english;2.23
teagan;m,f;irish;0
teague;m;irish;0
teal;f;english;0.03
teale;f;english;0
tearach;m;;0
teàrlach;m;scottish;0
teàrlag;f;scottish;0
teasag;f;scottish;0
teca;f;hungarian;0
tecla;f;;0
tecumseh;m;native american;0
ted;m;english;0.32
teddy;m;english;0.45
teemu;m;finnish;0
tegan;m,f;;0
tegwen;f;welsh;0
tehila;f;jewish;0
teige;m;irish;0
teigue;m;irish;0
teivel;m;jewish;0
tekla;f;scandinavian, russian, polish;0
tel;m;english;176.17
telesphore;m;french;0
telma;f;portuguese;0.10
teman;m;biblical;0
temani;m;biblical (variant);0
temel;m;turkish;0
temitope;f;african;0
temperance;f;english;0
tempest;f;english;0
temple;m,f;english;25.42
temujin;m;history;0
tendai;f;african;0.03
tennyson;m;english;0
tenskwatawa;m;native american;0
teodor;m;scandinavian, romanian, czech, polish, serbian, croatian;0.03
teodora;f;italian, spanish, portuguese, swedish, romanian, polish;0
teodoro;m;italian, spanish, portuguese;0.03
teodors;m;latvian;0
teodosio;m;italian, spanish, portuguese;0
teofil;m;polish;0
teofilo;m;italian, spanish, portuguese;0
teppo;m;finnish;0
tera;f;english;0.03
terach;m;biblical (variant);0
terah;m;biblical;0
terance;m;english;0
tercero;m;spanish;0
tere;f;spanish;0
terence;m;english;0.29
terenzio;m;italian;0
teresa;f;spanish, portuguese, italian, finnish, polish;1.59
terese;f;;0
teresinha;f;portuguese;0
teréz;f;hungarian;0
tereza;f;bulgarian, czech, slovak, romanian;0
terézia;f;hungarian;0
terezija;f;slovene;0
terezinha;f;portuguese;0
teri;f;english;0
teris;m;;0
terminus;m;roman mythology;3.25
tero;m;finnish;0
terpsichore;f;greek mythology;0.13
terra;f;english;0.54
terrance;m;english;0
terrell;m;english;0
terrence;m;english;0
terri;f;english;0
terrie;f;english;0
terry;m,f;english;0.06
tertius;m;ancient roman;0
tess;f;english;0.10
tessa;f;english;0.06
tessie;f;english;0
tetty;f;english;0
teunis;m;dutch;0
teuvo;m;finnish;0
tevye;m;jewish;0
tex;m;english;0.29
thabo;m;african;0
thad;m;english;0
thaddeus;m;english, biblical;0.06
thais;f;ancient greek;0.03
thales;m;ancient greek;0
thalia;f;greek mythology;0.03
than;m;;0.03
thanatos;m;greek mythology;0.06
thane;m;english;0
thanh;m,f;vietnamese;0.03
thea;f;english;0
thecla;f;;0
theda;f;german;0
theirn;m;french;0
thekla;f;greek;0
thelma;f;english;0
thelonius;m;ancient germanic (latinized);0
themis;f;greek mythology;0
themistocles;m;ancient greek (latinized);0
théo;m;french;3.31
theo;m;english;0.06
theobald;m;english;0
theocritus;m;ancient greek (latinized);0
theodor;m;german;0.41
theodora;f;english, greek, ancient greek;0
théodore;m;french;2.68
theodore;m;english;0
theodoric;m;ancient germanic;0
theodoros;m;greek, ancient greek;0.03
theodosia;f;ancient greek, greek;0
theodosius;m;ancient greek (latinized);0
theodotus;m;ancient greek (latinized);0
theophania;f;greek, ancient greek;0
theophila;f;ancient greek;0
théophile;m;french;1.37
theophilus;m;biblical, ancient greek (latinized);0
theophylaktos;m;greek, ancient greek;0
therapon;m;ancient greek;0
theresa;f;english;0
thérèse;f;french;23.26
theresia;f;german;0
theron;m;ancient greek;0
theseus;m;greek mythology;0
theunis;m;dutch;0
thi;f;vietnamese;0.06
thiago;m;portuguese;0
thibault;m;french;2.04
thierry;m;french;5.35
thirza;f;;0
thom;m;english;0.13
thomas;m;english, french, german, scandinavian, biblical;48.42
thomasina;f;english;0
þór;m;icelandic;0
thor;m;norse mythology;0.10
